_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
232,Transit,Transportation,Oshawa,Raleigh Bus Maintenance and Storage Facility,Complete,June 2017,Construction of a new Durham Region Transit bus facility,"Maintenance bays for approximately 85 buses, including in-ground hoists, overhead exhaust and vital fluid reels, an indoor fueling lane and a bus wash, as well as a Transit Control Centre",Durham,Central,710 Raleigh Ave,L1H 6N3,,0,,,,Yes,https://www.news.ontario.ca/mto/en/2017/06/new-oshawa-bus-facility-brings-more-transit-to-durham-families.html,43.882382,-78.828739
233,Transit,Transportation,Oshawa,GO Extension: Lakeshore East Bowmanville Extension,Planning,To Be Determined,Expanding service on the GO Lakeshore East line from Oshawa to Clarington (Bowmanville),"20 new kilometres of rail, two new stations in Oshawa, one new station in Courtice and one new station in Bowmanville (stations to be delivered by the market)",Durham,Central,,,GO Rail Expansion,0,,,,,https://www.metrolinx.com/en/greaterregion/projects/bowmanville-expansion.aspx,,
234,Transit,Transportation,Ottawa,Line 1 (Ottawa Stage 1 Light Rail Transit),Complete,September 2019,New light rail transit,"12.5 new kilometres of rail, including 13 stations running from Tunney’s Pasture in the west to Blair Station in the east.",Ottawa,East,,,Confederation Line - Ottawa LRT Stage 1,"$2,130,000,000",Yes,Yes,Yes,,http://www.infrastructureontario.ca/Ottawa-Light-Rail-Transit/,,
235,Transit,Transportation,Ottawa,Blair Station - O-Train Line,Complete,September 2019,New O-Train Line station,"12.5 kilometres of rail, including 13 stations running from Tunney's Pasture in the west to Blair Station in the east.",Ottawa,East,Blair Rd / Queensway,K1J 9L3,Confederation Line - Ottawa LRT Stage 1,0,,,,,https://www.octranspo.com/en/our-services/stations1/blair1/,45.431052,-75.60841
236,Transit,Transportation,Ottawa,Cyrville Station - O-Train Line,Complete,September 2019,New O-Train Line station,"12.5 kilometres of rail, including 13 stations running from Tunney's Pasture in the west to Blair Station in the east.",Ottawa,East,1250 Cyrville Rd,K1J 0A1,Confederation Line - Ottawa LRT Stage 1,0,,,,,https://www.octranspo.com/en/our-services/stations1/cyrville1/,45.422805,-75.626285
237,Transit,Transportation,Ottawa,St. Laurent Station - O-Train Line,Complete,September 2019,New O-Train Line station,"12.5 kilometres of rail, including 13 stations running from Tunney's Pasture in the west to Blair Station in the east.",Ottawa,East,1300 St Laurent Blvd,K1K 2W1,Confederation Line - Ottawa LRT Stage 1,0,,,,,https://www.octranspo.com/en/our-services/stations1/st-laurent1,45.420657,-75.637415
238,Transit,Transportation,Ottawa,Tremblay Station - O-Train Line,Complete,September 2019,New O-Train Line station,"12.5 kilometres of rail, including 13 stations running from Tunney's Pasture in the west to Blair Station in the east.",Ottawa,East,200 Tremblay Rd,K1G 3H5,Confederation Line - Ottawa LRT Stage 1,0,,,,,https://www.octranspo.com/en/our-services/stations1/tremblay1,45.416769,-75.65365
239,Transit,Transportation,Ottawa,Hurdman Station - O-Train Line,Complete,September 2019,New O-Train Line station,"12.5 kilometres of rail, including 13 stations running from Tunney's Pasture in the west to Blair Station in the east.",Ottawa,East,Riverside Dr / Hurdman Station PI,K1G 4J4,Confederation Line - Ottawa LRT Stage 1,0,,,,,https://www.octranspo.com/en/our-services/stations1/hurdman1,45.412359,-75.664262
240,Transit,Transportation,Ottawa,Lees Station - O-Train Line,Complete,September 2019,New O-Train Line station,"12.5 kilometres of rail, including 13 stations running from Tunney's Pasture in the west to Blair Station in the east.",Ottawa,East,Lees Ave / Queensway,K1S 5M2,Confederation Line - Ottawa LRT Stage 1,0,,,,,https://www.octranspo.com/en/our-services/stations1/lees1,45.416526,-75.670929
241,Transit,Transportation,Ottawa,uOttawa Station - O-Train Line,Complete,September 2019,New O-Train Line station,"12.5 kilometres of rail, including 13 stations running from Tunney's Pasture in the west to Blair Station in the east.",Ottawa,East,20 Marie-Curie Private,K1N 1A2,Confederation Line - Ottawa LRT Stage 1,0,,,,,https://www.octranspo.com/en/our-services/stations1/uottawa1,45.420547,-75.682329
242,Transit,Transportation,Ottawa,Rideau Station - O-Train Line,Complete,September 2019,New O-Train Line station,"12.5 kilometres of rail, including 13 stations running from Tunney's Pasture in the west to Blair Station in the east.",Ottawa,East,73 Rideau St,K1N 0B8,Confederation Line - Ottawa LRT Stage 1,0,,,,,https://www.octranspo.com/en/our-services/stations1/rideau1,45.426301,-75.691491
243,Transit,Transportation,Ottawa,Parliament Station - O-Train Line,Complete,September 2019,New O-Train Line station,"12.5 kilometres of rail, including 13 stations running from Tunney's Pasture in the west to Blair Station in the east.",Ottawa,East,181 Queen St,K1P 6L2,Confederation Line - Ottawa LRT Stage 1,0,,,,,https://www.octranspo.com/en/our-services/stations1/parliament1,45.421284,-75.69908
244,Transit,Transportation,Ottawa,Lyon Station - O-Train Line,Complete,September 2019,New O-Train Line station,"12.5 kilometres of rail, including 13 stations running from Tunney's Pasture in the west to Blair Station in the east.",Ottawa,East,Queen St /Lyon St N,K1R 5A5,Confederation Line - Ottawa LRT Stage 1,0,,,,,https://www.octranspo.com/en/our-services/stations1/lyon1,45.418847,-75.70475
245,Transit,Transportation,Ottawa,Pimisi Station - O-Train Line,Complete,September 2019,New O-Train Line station,"12.5 kilometres of rail, including 13 stations running from Tunney's Pasture in the west to Blair Station in the east.",Ottawa,East,8017 Booth St,K1R 7V9,Confederation Line - Ottawa LRT Stage 1,0,,,,,https://www.octranspo.com/en/our-services/stations1/pimisi1,45.413617,-75.713615
246,Transit,Transportation,Ottawa,Bayview Station - O-Train Line,Complete,September 2019,New O-Train Line station,"12.5 kilometres of rail, including 13 stations running from Tunney's Pasture in the west to Blair Station in the east.",Ottawa,East,Albert St / Bayview Station Rd,K1R 7V9,Confederation Line - Ottawa LRT Stage 1,0,,,,,https://www.octranspo.com/en/our-services/stations1/bayview1,45.409368,-75.722103
247,Transit,Transportation,Ottawa,Tunney's Pasture Station - O-Train Line,Complete,September 2019,New O-Train Line station,"12.5 kilometres of rail, including 13 stations running from Tunney's Pasture in the west to Blair Station in the east.",Ottawa,East,Scott St / Holland Ave / Tunney's Pasture Driveway,,Confederation Line - Ottawa LRT Stage 1,0,,,,,https://www.octranspo.com/en/our-services/stations1/tunneys-pasture1,45.403731,-75.735221
248,Transit,Transportation,Ottawa,Ottawa LRT (Stage 2),Under construction,To Be Determined,"The Stage 2 LRT project will add 44 kilometres of new rail and 24 new stations, and consists of three light rail extensions: O-Train Line east to Trim Road; O-Train Line west to Moodie Drive and southwest to Algonquin College; O-Train Line south to Limebank Road, with a spur to the Ottawa Macdonald-Cartier International Airport. ","Stage 2 will create jobs and investment by creating jobs and contributing to Canada’s GDP. Stage 2 will reduce Ottawa’s greenhouse gas emissions by reducing the number of cars and buses on the road.  Stage 2 will improve Transit in Ottawa by expanding farther east, west, and south. Once complete, 77% of residents will be within 5 km of rail.",Ottawa,East,,,Ottawa LRT (Stage 2),"$4,657,000,000",Yes,Yes,Yes,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,,
249,Transit,Transportation,Ottawa,Corso Italia - O-Train Line,Under construction,To Be Determined,New O-Train Line station,Southern extension of the O-Train Line adding 16 kilometres of light rail and eight new stations.,Ottawa,East,,,Trillium Line (Ottawa LRT) - South Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.404288,-75.714718
250,Transit,Transportation,Ottawa,Walkley - O-Train Line,Under construction,To Be Determined,New O-Train Line station,Southern extension of the O-Train Line adding 16 kilometres of light rail and eight new stations.,Ottawa,East,,,Trillium Line (Ottawa LRT) - South Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.36833,-75.665251
251,Transit,Transportation,Ottawa,South Keys - O-Train Line,Under construction,To Be Determined,New O-Train Line station,Southern extension of the O-Train Line adding 16 kilometres of light rail and eight new stations.,Ottawa,East,,,Trillium Line (Ottawa LRT) - South Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.353375,-75.655446
252,Transit,Transportation,Ottawa,Airport - O-Train Line,Under construction,To Be Determined,New O-Train Line station,Southern extension of the O-Train Line adding 16 kilometres of light rail and eight new stations.,Ottawa,East,,,Trillium Line (Ottawa LRT) - South Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.323737,-75.668694
253,Transit,Transportation,Ottawa,Uplands - O-Train Line,Under construction,To Be Determined,New O-Train Line station,Southern extension of the O-Train Line adding 16 kilometres of light rail and eight new stations.,Ottawa,East,,,Trillium Line (Ottawa LRT) - South Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.332914,-75.656014
254,Transit,Transportation,Ottawa,Leitrim - O-Train Line,Under construction,To Be Determined,New O-Train Line station,Southern extension of the O-Train Line adding 16 kilometres of light rail and eight new stations.,Ottawa,East,,,Trillium Line (Ottawa LRT) - South Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.313825,-75.631895
255,Transit,Transportation,Ottawa,Bowesville - O-Train Line,Under construction,To Be Determined,New O-Train Line station,Southern extension of the O-Train Line adding 16 kilometres of light rail and eight new stations.,Ottawa,East,,,Trillium Line (Ottawa LRT) - South Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.293391,-75.632623
256,Transit,Transportation,Ottawa,Limebank - O-Train Line,Under construction,To Be Determined,New O-Train Line station,Southern extension of the O-Train Line adding 16 kilometres of light rail and eight new stations.,Ottawa,East,,,Trillium Line (Ottawa LRT) - South Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.277603,-75.666308
257,Transit,Transportation,Ottawa,Montréal - O-Train Line East,Under construction,To Be Determined,New O-Train Line East station,Eastern extension of the O-Train Line to Trim Road adding 12 kilometres of light rail and five new stations.,Ottawa,East,,,Confederation Line East (Ottawa LRT) - East Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.45136,-75.583655
258,Transit,Transportation,Ottawa,Jeanne D’Arc - O-Train Line East,Under construction,To Be Determined,New O-Train Line East station,Eastern extension of the O-Train Line to Trim Road adding 12 kilometres of light rail and five new stations.,Ottawa,East,,,Confederation Line East (Ottawa LRT) - East Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.469004,-75.546136
259,Transit,Transportation,Ottawa,Convent Glen - O-Train Line East,Under construction,To Be Determined,New O-Train Line East station,Eastern extension of the O-Train Line to Trim Road adding 12 kilometres of light rail and five new stations.,Ottawa,East,,,Confederation Line East (Ottawa LRT) - East Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.473636,-75.53409
260,Transit,Transportation,Ottawa,Place D’Orleans - O-Train Line East,Under construction,To Be Determined,New O-Train Line East station,Eastern extension of the O-Train Line to Trim Road adding 12 kilometres of light rail and five new stations.,Ottawa,East,,,Confederation Line East (Ottawa LRT) - East Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.479595,-75.518616
